임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수,월매출
89245,1389,1701,3520,3551,3914,5077,3614,2048,731,5696,2796,1893,1508,2624.875,23308.06,22,37,10,290,5,2,8,26,4,0,25457421
71150,1150,1268,2575,2870,3074,3396,2873,1802,497,3919,2142,1598,1117,2398.398,17776.54,14,33,2,142,0,0,5,10,0,1,31184826
71432,527,653,1272,1452,1463,1821,1403,794,258,1918,1088,791,569,1143.29,9962.279,7,19,5,95,7,3,6,6,3,0,18293788
95040,1811,2140,5516,5699,5354,6619,4888,2811,948,8595,4046,2668,1920,2918.551,31250.09,30,65,7,437,0,5,8,37,2,1,63451141
116040,1279,1331,3165,3579,3281,4062,3474,1901,654,4454,2569,1798,1379,1077.806,20811.94,18,32,3,234,1,4,7,23,4,0,92266590
95767,1273,1626,3977,3871,3740,4805,3973,2298,816,5830,2994,2098,1478,3643.236,21268.51,20,42,10,443,1,14,19,51,4,1,41177967
96036,1953,2052,3702,3771,3680,4548,3241,1620,643,3244,2436,2219,1993,2906.259,19857.16,14,44,0,161,2,6,5,8,1,0,28418951
109255,836,878,3990,4156,2660,3209,2439,1342,446,6777,2258,1315,829,7809.272,23926.62,36,35,45,522,2,16,19,70,2,2,62500896
79493,1349,1405,3015,3362,2907,3500,3019,1508,558,3343,2255,1768,1344,1946.489,17381.84,18,26,0,107,0,0,0,6,3,1,16273713
103687,1154,1290,3963,3888,3753,5263,4119,2279,850,7372,3143,1896,1205,4471.419,28128.56,20,48,10,403,7,6,13,44,2,1,48189386
119657,2560,3227,4996,5194,6011,5649,4586,2552,968,5009,3364,3051,2616,3150.981,26381.55,22,45,4,279,0,4,6,17,7,1,25849817
84731,1177,1277,2856,3206,2984,3243,2935,1524,512,3998,2169,1627,1103,1910.103,18803.32,17,38,3,240,3,2,13,28,3,0,30059129
84079,1554,1956,4303,4191,4250,5913,4959,2595,971,6986,3260,2342,1764,5382.066,32758.23,31,52,27,518,6,8,13,48,2,2,61550340
68510,909,1265,2483,2333,2547,3424,2707,1465,541,3771,2032,1417,965,1736.801,13329.07,12,22,0,132,2,2,4,4,0,0,39763348
99522,3611,3859,5098,5445,6154,6740,5429,2838,1206,3597,3508,3142,3334,7100.374,34979.39,20,35,3,287,3,8,9,16,8,0,28496496
128149,1456,1805,2685,3040,3323,3646,3193,1629,735,2887,2317,1965,1518,4535.157,19218.66,10,17,0,143,0,1,3,1,1,1,40604686
139800,859,1299,2855,2665,2726,2830,2058,1417,670,3887,1779,1222,930,2857.766,21318.5,17,27,0,193,0,2,1,2,2,0,43178677
116038,1238,2054,4627,3518,3861,3770,2683,1874,803,5852,2324,1639,1517,6704.199,25941.99,32,64,9,559,2,5,13,20,9,2,47024499
171469,594,1061,4959,2632,2104,1916,1486,1098,450,6046,1489,934,662,6221.796,24714.49,37,53,25,667,0,7,15,28,9,0,35996911
82975,876,1419,2158,2049,2300,2792,2154,1276,548,1782,1603,1342,1162,1005.476,14677.49,7,10,1,37,1,1,1,1,2,0,10356696
115874,2160,2880,3021,3144,4650,4053,2654,1475,668,1694,1862,2209,2233,821.1067,15570.16,5,6,1,11,0,0,1,0,0,0,26368464
134392,512,1026,6180,2325,1827,2171,1510,1034,448,6217,1449,881,682,9863.283,26383.95,47,30,1,494,2,16,12,25,1,1,38566944
90104,1041,1039,2920,2813,2546,2651,1891,1087,446,3825,1613,1283,964,3648.516,17106.18,17,27,5,202,7,3,2,4,1,1,29779052
99725,1511,1863,2537,2795,3369,2900,2186,1414,595,2249,1655,1707,1456,1065.841,15898.53,15,21,2,137,3,1,3,4,6,1,45237688
91397,1565,1950,3329,3198,3701,3789,3297,1993,797,3087,2388,2023,1699,1542.255,21263.26,16,26,3,146,5,5,6,8,0,0,31189796
80501,712,1155,4140,2081,2077,2400,2171,1501,673,4216,1614,1043,817,3340.153,16588.18,15,27,1,171,0,3,7,3,3,0,44078084
107430,1824,2269,3485,3502,4324,4225,3528,2172,830,3778,2614,2185,1831,2392.454,19440.35,18,34,4,185,2,6,9,7,4,1,54811950
164501,4173,4886,3507,5008,8051,4895,3234,2089,796,2554,2480,3187,3704,2160.383,35590.33,7,25,2,178,0,4,6,4,4,1,14791038
140956,1515,1428,2217,2612,3018,2757,2082,1148,439,2405,1519,1481,1338,1544.246,18269.53,8,18,2,127,3,1,2,3,3,0,93767196
96620,2852,3870,6949,5537,6683,6417,4653,2938,1420,6612,3648,3179,2954,3805.612,38922.13,27,41,11,340,8,9,9,23,4,1,51000855
97281,2197,2664,3107,3692,4737,4331,3508,2145,804,3289,2512,2273,2126,3135.592,22525.01,13,48,8,233,2,4,5,8,5,0,36652924
105170,1212,1552,3828,2978,2977,3094,2631,1618,684,4421,1941,1469,1286,5509.612,26930.96,24,34,5,331,5,6,8,19,3,2,29238883
61785,1008,1648,3064,2509,3004,3909,2971,1665,681,3522,2186,1638,1319,923.448,17090.94,12,29,3,155,6,3,2,9,0,0,61364084
79768,622,976,1979,1764,2071,2563,2193,1444,549,2724,1638,1153,793,2018.179,14842.06,8,35,3,187,2,2,3,6,1,1,63039538
95326,1810,1503,2411,2975,2842,2853,2137,1160,387,2453,1607,1585,1409,1594.758,9428.585,8,24,3,95,6,2,0,1,1,0,24601997
94920,2114,2384,5708,5240,5373,6167,5212,3226,1166,6783,3963,3008,2172,4922.451,29178.1,23,53,11,391,2,4,11,19,4,0,52163454
84721,1393,2059,3236,3137,3875,4494,3749,2255,814,4625,2761,2017,1531,1417.946,24274.68,13,41,6,155,6,10,6,10,2,3,25767945
109104,886,1411,3966,3068,3215,3935,3315,2079,800,5981,2476,1655,1128,2997.623,23924.02,32,37,29,387,2,6,10,26,3,1,40868505
119842,1643,2160,4483,4359,4836,5351,4520,2801,969,5912,3228,2433,1889,3278.347,35377.08,28,59,30,528,3,6,10,44,5,1,47138367
90665,1203,1739,3849,3468,4132,5257,4560,2869,1061,6385,3280,2110,1584,3345.79,28576.72,23,51,20,433,5,1,12,21,4,0,40836763
127057,3140,4080,3459,4003,6749,4960,3269,1995,770,2623,2535,2775,3061,1316.555,24361.79,9,19,1,142,0,3,4,6,3,0,41722055
95557,770,1160,3509,2989,3030,3217,2567,1757,598,5640,2219,1413,899,4668.442,20065.68,30,39,40,378,6,8,5,35,1,0,62346889
70717,762,1151,2182,1949,2560,2888,2663,1972,667,2881,2103,1435,919,2023.495,12904.3,7,16,1,67,1,1,3,4,1,0,41826748
97154,1030,1398,2052,1846,2765,2848,2671,2510,708,2392,2194,1504,1161,1503.667,16636.25,11,21,0,95,3,5,3,3,5,0,54220023
99017,1101,1388,3161,2899,3097,3752,3267,2008,803,4810,2373,1653,1167,2893.086,18535.41,23,36,33,262,3,4,8,14,1,1,46676774
80314,1130,1482,3118,2580,3205,3844,3224,2164,924,3591,2537,1787,1302,2012.38,21520.23,17,25,3,231,1,7,7,18,1,1,50379957
121017,899,1178,4417,3586,3389,4141,3361,2174,800,7165,2633,1752,1086,4894.44,28837.62,35,68,38,764,3,11,24,127,3,1,55166706
80774,1156,1441,2710,2693,3110,3626,3236,2171,904,3674,2492,1715,1248,2360.134,19445.72,17,39,9,375,0,3,6,18,1,3,34403649
65162,1721,2230,4217,4103,4632,5579,4935,3231,1304,5800,3725,2704,1793,3897.557,30318.04,27,49,13,248,2,1,6,11,3,0,30766683
100710,1633,2268,3442,3556,4267,4264,3453,1992,852,3692,2671,2232,1875,1458.283,23440.63,15,34,0,194,2,1,6,14,6,1,93716003
90065,1958,2372,4229,4394,4723,5253,4039,2285,916,3860,3171,2650,2108,3721.867,27041.99,22,34,0,180,4,4,6,11,2,0,52561478
79993,849,1114,1902,1787,2215,2689,2084,1370,514,2681,1663,1177,886,1003.293,14038.3,14,19,0,174,1,2,3,14,0,0,24032017
173094,1865,2724,3863,3506,4535,4980,3398,1739,875,2912,2437,2368,2338,3175.472,30750.31,18,25,6,223,2,9,7,16,5,0,44288387
132260,1603,2056,3760,3654,3683,4508,3569,1762,786,2912,2431,2255,2013,5305.694,22647.24,19,30,2,281,3,6,12,16,8,1,60776532
90325,923,1265,2711,2487,3060,3873,3870,2663,984,4316,2704,1758,1180,3342.228,17969.7,22,48,8,397,8,4,11,31,3,0,70912623
101683,1718,1804,3502,3793,3940,4615,4872,2825,1117,4134,3130,2502,1813,3540.311,19249.55,14,33,4,209,2,0,3,9,3,2,19615930
70214,1259,1703,3212,2710,3357,3746,3262,2054,795,3239,2383,1886,1429,2537.922,17587.66,18,28,0,153,5,1,3,2,2,0,48306808
94134,1115,1479,2668,2743,2884,3372,3007,1655,721,3133,2225,1698,1225,3018.443,18910.68,13,22,5,234,5,6,7,20,5,0,53082060
121258,872,1050,2626,2463,2511,2884,2431,1618,579,3265,1928,1397,1018,2135.216,15768.35,14,30,2,183,1,3,4,7,0,0,25366072
114171,1296,2095,2624,2419,3096,3500,2713,1178,548,1567,1656,1724,1794,1148.471,14364.81,11,18,0,54,0,3,0,1,7,0,56803029
103418,1631,2307,4122,3529,4362,5550,4546,2585,890,4727,3024,2363,1992,3465.283,24935.98,25,40,3,530,13,11,27,53,2,1,88534446
85839,1031,1523,2817,2377,3083,3900,3311,1933,731,3874,2386,1745,1182,876.973,12503.98,16,29,2,182,2,1,4,12,2,0,54067449
85367,2061,2827,3514,3317,4358,4973,4273,1883,956,1828,2493,2523,2499,2624.677,23558.96,11,22,0,112,0,0,9,5,2,0,50847544
138209,1315,1830,4294,2962,3554,3681,3136,1980,712,4557,2239,1758,1574,2660.817,26754.94,33,31,6,372,3,13,20,38,5,2,34068342
88552,1867,2263,3326,3481,4453,4659,4378,2459,977,4153,3155,2366,1867,2143.544,20980.24,18,27,0,103,0,0,0,3,1,0,18417152
190722,2400,2248,3694,4872,4777,4911,4514,2597,1059,3955,3556,2834,2076,1683.986,26700.96,10,25,0,87,1,2,0,0,0,1,16012427
111611,2256,2877,7148,5649,5615,5942,5362,2699,1014,8430,3719,2930,2434,10667.73,45500.57,45,63,7,580,9,8,19,27,6,2,35403216
120824,3015,4655,7023,5407,6794,6130,4318,2237,916,5708,3177,3270,3384,6121.341,43669.78,38,35,2,426,3,11,18,31,6,1,29400680
100393,1257,3382,5235,2850,4404,5012,3456,1821,905,4345,2398,2140,2304,8096.626,26816.78,20,27,0,197,3,3,2,4,7,0,47424127
128484,1653,4519,3377,2002,5236,4632,2275,1118,539,1993,1415,1930,2665,2342.972,24012.35,15,26,0,223,1,5,6,6,16,0,57789384
228056,2033,5833,3039,2088,6756,4479,1998,983,482,1423,1370,2397,3274,1562.622,26095.86,13,23,0,170,0,4,0,4,17,0,36937802
152226,1228,2419,2654,2056,3638,3651,2613,1881,744,2610,1999,1665,1706,2399.048,20283.05,12,27,0,254,0,7,11,26,4,0,41389371
176838,2237,3341,4441,4474,6101,5743,4794,3296,1495,5053,4088,3053,2604,2800.978,36735.42,10,41,0,184,1,1,2,2,1,1,94748961
124155,2512,3448,5496,5084,5883,7158,5817,2889,1218,4477,3766,3343,3081,6777.946,40889.18,25,46,2,399,3,9,19,37,5,1,57404346
151049,1052,1963,3381,2437,3259,4013,2798,1439,556,3219,1750,1634,1689,4511.057,31649.75,31,52,1,711,3,15,21,59,10,1,86706050
90160,1493,2186,3300,3070,4119,4922,4256,2781,1164,4679,3025,2207,1726,3413.984,21874.78,17,56,3,235,1,6,11,20,3,1,30968757
102078,1185,2150,3491,2765,3829,4588,3622,2303,924,4001,2665,2103,1663,2086.638,22830.18,17,35,5,242,0,8,12,16,6,1,27928994
198330,2681,3163,4759,5060,5783,5663,3889,1983,985,4272,3351,3000,2703,6852.535,43213.97,28,38,14,324,4,4,10,23,7,0,55689127
163237,2599,2191,2731,4910,4020,3062,2214,1167,529,2437,2285,2279,1915,1147.821,18887.27,5,13,0,63,0,1,1,4,4,1,30533888
204162,1524,2248,2753,2927,3680,3644,2731,1360,647,2118,2202,2027,1739,1269.257,18508.05,9,11,0,67,0,1,1,3,4,0,14280563
188675,1033,1435,2418,2532,2593,2919,2050,885,461,1796,1768,1487,1316,1000.695,17093.03,5,13,0,35,1,0,2,4,2,0,9079070
104302,2624,2451,5150,6305,5923,6058,5028,3186,1219,6858,4228,3196,2289,6651.87,34507.88,31,55,8,322,5,9,10,16,2,2,44548866
128478,2532,2778,5505,5660,6288,6853,5511,3535,1533,6772,4422,3463,2563,2793.943,37104.56,14,25,4,246,0,3,4,10,6,1,31842571
144442,1250,1920,4388,4041,4167,5076,4304,2755,1026,6145,3341,2323,1567,2812.485,22688.36,29,58,10,334,5,6,10,7,1,1,49211422
109995,1064,1731,3844,3269,3552,4101,3436,2144,691,4815,2693,1933,1388,2379.507,26165.08,20,42,7,431,1,7,18,37,4,0,51703900
111055,1734,2625,4468,4154,4855,4926,3664,2269,881,4410,3070,2554,1992,3136.811,25164.71,33,53,0,399,1,10,14,28,6,0,39718673
103211,1974,2924,4520,4310,5306,5750,4584,2771,1108,4341,3205,2769,2259,4423.94,27111.35,23,38,1,167,0,0,3,3,6,1,47561115
123595,1272,1764,4821,4370,4261,4263,3535,2368,954,7179,3052,2041,1401,3504.551,36190.97,36,59,41,533,0,5,12,24,3,1,49000191
114290,2053,2552,3782,4582,4917,4267,3318,2087,820,5234,2921,2240,1845,4138.783,24870.19,25,27,5,293,1,4,13,15,9,0,65676956
94917,3253,2309,2796,5200,5184,3594,2823,1690,660,3013,2602,2548,2075,1376.771,17966.75,6,7,0,80,0,0,4,6,0,0,7373322
109235,1065,1726,3723,3509,3768,4375,3749,2636,1101,6049,2928,1934,1371,2043.734,24547.94,34,53,11,478,5,9,19,41,7,0,74216029
96218,2985,3679,6665,7113,7815,7761,6219,3836,1445,7702,5018,4014,3084,4208.903,44124.73,42,52,3,481,0,15,14,29,10,0,53787856
93252,1714,2182,4045,4256,4334,4599,3801,2257,840,3903,2958,2403,1951,2100.26,24176.82,19,31,2,212,4,8,7,18,7,1,56673734
84341,1191,1769,3040,2918,3321,3589,3105,1676,676,3203,2204,1750,1481,1718.893,16258.14,10,25,0,100,3,0,3,1,2,1,49395933
104629,794,1284,2147,2118,2333,2691,2400,1446,526,2537,1736,1230,1057,2031.261,13480.16,12,23,0,183,4,3,10,8,0,1,66736636
124679,5031,7460,7211,7245,10994,8398,6134,3420,1444,6238,4226,4275,4956,4423.773,64229.5,39,54,5,422,4,4,4,4,9,1,20300684
133552,1353,1564,2370,2550,2963,3085,2185,1485,773,3314,1768,1502,1232,1759.56,18079.42,14,19,4,201,0,2,5,5,3,0,23695560
134726,1510,1149,2547,3061,2825,2888,1814,1050,444,2860,1709,1517,1170,1294.624,35254.79,8,32,5,127,0,0,3,4,2,0,26678364
114423,782,1214,3243,2683,2626,3079,2431,1399,677,4851,1777,1209,1019,24784.95,35356.71,32,35,1,466,0,4,8,11,3,2,59060668
187060,836,1125,10344,3713,2142,2074,1425,1022,480,9797,1506,797,583,21489.95,51392.58,85,118,76,1591,2,23,23,59,20,2,44665684
94928,1883,2875,8916,6337,5815,5775,4437,3056,1399,10416,3737,2556,2077,9058.184,40711.85,41,56,3,509,8,5,8,7,5,0,59309545
156304,1640,1994,3212,3586,3896,4157,3260,2027,899,3586,2468,2074,1735,1497.008,26074.76,18,32,3,205,1,2,2,13,0,0,34566448
120613,799,1178,2217,2047,2290,2777,2328,1610,799,2723,1689,1309,1050,1170.506,17306.37,13,33,9,256,1,1,7,11,5,1,44689870
115926,868,1146,1916,1972,2155,2627,1937,1265,547,1821,1429,1263,1076,1667.142,9541.538,6,13,3,92,6,4,3,7,5,1,50828632
85653,1487,1858,3058,2991,3461,4095,3221,2001,933,3217,2275,1880,1683,1449.51,14673.05,12,24,3,155,0,3,3,3,5,0,14887698
100239,1422,2309,4525,3687,4204,4680,3705,2236,1047,4919,2851,2172,1767,3519.521,26060.84,23,30,2,255,4,8,9,6,8,0,34528665
133985,2212,1472,1703,2626,3113,2205,1576,973,425,1425,1182,1483,1448,1418.172,16038.38,9,22,14,159,1,1,3,4,2,1,8602820
117254,2731,2510,4768,4722,4985,4459,3272,2174,934,5004,2866,2503,2145,1564.212,20271.36,23,32,0,321,2,9,10,20,2,0,29745752
111765,1499,1975,2214,2565,3366,3019,2168,1364,549,1620,1699,1618,1586,1733.801,14509.2,11,12,0,61,1,1,1,0,3,0,43071419
100277,1783,2561,5001,4550,5203,5576,4561,2940,1109,5645,3589,2692,2140,2763.538,36692.56,31,31,3,268,1,11,11,16,6,0,73624124
159789,2716,1625,3160,5325,4083,3818,2614,1249,640,3211,2294,2424,1907,19188.44,27787.95,25,37,6,542,0,3,6,5,4,1,33754418
98573,2400,2522,6773,6828,5970,6840,4530,2732,1247,8931,4030,3031,2458,12380.08,38043.55,28,42,4,289,1,3,12,14,2,1,29574652
151398,1560,1680,3116,3749,3370,3589,2679,1581,834,3644,2058,1789,1600,11182.77,22945.68,24,22,3,434,0,3,9,23,2,0,46339504
163062,2353,2000,2365,3933,4480,3013,2138,1295,627,3250,1958,1900,1629,17095.48,28703.22,28,34,1,424,5,3,8,21,4,1,43825046
160796,686,972,4365,2516,2170,2111,1470,925,431,5153,1360,831,697,6079.034,21999.58,40,29,48,365,1,7,6,10,4,3,54872766
156230,963,1157,2301,2140,2232,1846,1193,847,375,2441,1200,962,830,6191.801,12580.25,9,28,2,207,3,0,3,9,2,1,49188461
112775,1734,1979,3771,3942,4016,3588,2430,1551,660,3923,2192,1958,1693,3665.765,19322.77,17,28,0,208,0,0,3,3,3,0,64053203
150010,1968,1835,5209,4381,4178,3711,2382,1427,660,5287,2222,1987,1749,7463.229,28524.72,34,49,4,547,4,5,6,4,6,2,58523844
167382,902,1368,6803,5471,3844,3158,2277,1564,733,9547,2466,1447,1030,49629.42,67927.81,125,165,38,2934,0,21,49,76,7,2,51572967
136834,1233,1016,3727,3918,2733,2432,1937,1232,524,5232,2084,1248,862,10544.78,22676.71,29,44,12,601,4,4,4,12,1,1,63423430
146018,1158,1365,3609,4119,3358,3078,2431,1618,621,5114,2457,1462,1197,2967.536,19201.79,26,40,2,488,0,5,10,22,3,0,54643402
114986,1263,1663,2886,3058,3373,2837,2170,1455,523,3231,2040,1440,1399,1452.93,18539.52,18,34,0,265,3,6,6,14,2,0,58957043
134783,703,883,3568,3377,2538,2159,1818,1152,520,5144,1696,1020,700,4958.194,19683.71,25,61,10,768,0,3,1,8,1,0,55341606
109252,1055,1517,3298,3585,3510,2882,2177,1358,526,4376,2070,1454,1154,8334.862,22969.86,28,26,5,262,9,5,4,12,1,0,47339793
123196,2719,3599,6945,6984,6821,5801,4185,2905,1121,8317,3990,3164,2783,9830.541,37103.04,36,45,1,296,1,2,8,3,3,2,49690152
182696,2805,4344,4375,4243,6475,4531,2970,1759,786,4355,2541,2451,2580,39593.38,48659.33,51,39,0,802,0,5,7,6,1,1,60116673
167303,3080,5157,3536,3584,7071,4991,2804,1310,467,1606,1819,2962,3392,12857.31,48001.54,35,32,1,617,0,5,11,22,7,2,62554291
123602,1827,2651,5162,5503,4726,5086,3770,1667,666,4806,2978,2532,2236,2615.585,25228.54,27,31,3,217,12,6,10,15,4,1,33981282
129992,1454,1564,3672,4148,3333,3778,2966,1337,575,3731,2421,1972,1510,2390.137,20622.91,17,24,2,241,0,5,11,24,3,1,70285238
109560,1502,3492,4253,2997,4746,4897,2607,1437,524,3017,1929,2108,2421,2093,19212.94,19,36,2,284,2,4,7,13,11,0,31072473
225344,3529,7643,4685,4165,9391,6733,3939,1673,713,1670,2141,3725,5031,5508.924,43094.53,19,40,0,216,2,2,4,5,15,0,73467752
83042,1106,1383,2739,2866,3273,4090,3529,1820,548,4445,2400,1742,1173,2751.056,15994.44,14,48,2,312,1,4,14,25,1,0,65513343
85564,1557,1816,2708,3129,3424,3436,3294,1677,545,2443,2057,1855,1583,2161.591,14998.92,9,28,3,121,1,2,4,6,4,0,40564792
83498,972,1187,2142,2163,2372,3116,2541,1331,460,4020,1815,1177,821,2475.255,14305.34,12,39,0,131,6,1,6,7,0,0,55192541
84868,1576,1680,2186,2633,3076,2905,2696,1353,491,1583,1662,1656,1533,2232.723,13233.05,16,13,0,187,5,0,7,15,0,0,47269290
82168,1050,1357,2163,2230,2388,2654,2078,1058,363,2227,1548,1269,1064,3578.128,12407.61,19,19,6,166,5,4,5,14,3,0,30514481
86665,1301,1138,1467,2317,1981,1852,1491,690,207,1115,1156,1123,1058,1148.304,5745.129,10,9,0,77,0,1,6,10,0,0,23822591
89006,1163,1458,2743,2764,3071,3724,3429,1827,761,3133,2637,1799,1307,3031.039,18700.02,16,30,0,170,2,3,10,21,3,1,33731568
110205,1867,3098,2542,2179,4175,3579,2145,1101,437,1410,1263,1682,2301,2622.046,18284.66,10,20,3,227,3,1,1,10,4,0,69075696
104776,1363,2985,2768,1934,3917,3688,2189,1084,468,1576,1305,1561,2152,1652.641,15519.06,13,19,0,193,7,3,7,12,18,0,32513120
142228,3651,5393,6063,6009,8365,7993,5679,3034,1115,4637,4194,3872,3943,6279.658,38475.51,19,43,2,242,2,4,10,21,6,1,32659935
106319,1892,2374,5450,5524,5455,5706,4818,2637,822,6991,3627,2709,2057,7984.466,35071.92,42,60,6,524,6,13,11,60,9,1,43320807
204418,2142,3696,3251,2910,4775,4382,2564,964,432,1057,1506,2290,2758,5696.495,17989.25,12,17,0,71,0,2,0,0,3,0,28457197
138659,2067,3496,3801,3403,5311,5341,3911,1988,900,3001,2630,2609,2723,2116.235,26532.97,9,22,1,161,12,5,5,6,13,0,68970693
103649,4280,4579,5591,7448,7747,6045,4066,1721,683,3931,3185,3802,3964,10879.41,32791.23,30,32,9,297,5,5,10,18,8,1,39713576
124093,1377,1428,4667,5781,3343,3073,2207,1116,639,6777,2379,1642,1323,26931.08,20471.82,36,24,0,349,1,5,5,22,3,1,65938426
86348,1429,1681,3380,3660,3144,3577,2864,1314,445,2769,2075,1825,1582,2421.354,18211.17,9,17,1,135,5,4,4,4,2,0,37957485
149161,1807,2230,4333,4770,4132,5607,5078,2526,1417,6000,3963,2613,1936,13888.92,33836.25,27,46,0,408,3,7,12,20,11,0,49882757
103564,3094,2670,9357,11173,7854,7887,7044,3741,1169,12725,6199,4314,2624,4635.506,50462.42,59,79,90,629,3,13,19,64,2,1,76108776
84558,1373,1541,2613,3127,3279,2958,2456,1333,374,2939,2088,1632,1168,1660.238,12445.24,12,45,0,76,2,3,3,4,1,0,25063119
125647,1381,1668,3253,3352,3313,3487,3425,1773,545,3381,2189,1831,1541,2435.279,17652.19,15,21,0,276,1,8,12,21,6,0,59049010
124228,1269,1445,3026,3603,3337,3600,3163,1653,571,3697,2474,1828,1311,1847.609,18906.81,17,46,3,283,3,8,10,34,3,0,51800332
107019,2499,2574,5873,6714,5793,5040,4164,2107,654,7343,3818,2785,2092,2588.034,29976.43,28,41,34,290,1,4,12,15,5,0,47558069
98422,1396,1733,4282,4277,3750,4094,3602,1628,547,5718,2542,1896,1554,10727.76,21147.43,31,36,17,468,6,8,16,41,1,0,58238352
141799,1523,1702,3941,4578,4147,4000,3573,2035,580,4594,3072,2124,1549,1668.841,25770.26,15,34,0,245,0,6,5,6,3,1,46124899
206388,1849,1990,8371,8204,4623,4268,3118,1192,484,12467,2659,2093,1752,21145.75,38231.59,86,58,0,1153,17,6,21,25,2,2,46038461
157863,557,486,1838,2575,1498,2385,3202,1530,756,4158,2146,1075,553,2224.94,16365.07,6,11,0,85,1,4,2,3,1,1,1.75E+08
143167,784,650,1919,3248,2018,2400,2658,1546,631,3304,2415,1360,652,8165.961,11256.55,7,9,0,56,3,0,0,0,0,0,14089936
130124,3666,5127,4755,4639,7488,5747,3858,2105,755,2875,3032,3095,3558,7282.067,36765.62,43,55,5,437,5,4,9,7,10,0,16229005
141462,3984,5523,5353,5875,8748,6576,4920,2470,730,3887,3238,3681,4271,4972.711,38921.33,24,39,3,259,3,4,8,18,7,1,81566284
101476,2699,1750,3923,5298,4443,4171,3274,1698,637,5700,2723,2075,1750,41786.24,34187.64,47,48,6,407,13,5,8,30,1,4,35160226
142739,4558,4301,5507,6820,7893,6702,5511,2794,1012,5002,3964,3636,3711,7561.275,35879.59,34,34,4,393,3,7,13,28,4,2,70175375
85806,1252,1544,3475,3608,3354,3801,3636,2115,848,5612,2592,1706,1267,4544.753,28827.05,27,37,8,318,4,7,9,30,1,2,26554631
138970,1496,1606,2709,3832,3620,3747,3879,2119,926,4741,2856,1957,1354,4010.896,19138.59,19,18,0,115,1,3,2,5,0,1,38141793
127137,3676,3557,4483,6448,6588,5232,3976,1958,688,3051,2980,3306,3264,10402.61,34576.89,35,33,0,344,1,2,3,12,5,2,37987060
162310,2008,2019,2974,4124,3747,3141,2534,970,346,2270,1909,1857,1868,2403.243,18497.6,13,16,0,103,1,2,4,2,5,0,28308939
121898,1618,1699,4046,4747,5443,7988,4984,2733,991,6282,2947,1829,1213,26592.04,34283.95,28,94,33,646,5,8,16,42,3,1,43460413
172368,1610,1522,4308,5560,4369,3598,2789,1553,587,7672,2275,1607,1246,78091.54,42053.79,68,64,16,882,5,8,21,47,4,2,56430632
145626,1218,1307,3158,3850,4106,5448,3767,2115,788,5195,2515,1597,1031,2281.133,15937.82,20,54,22,453,2,6,13,45,3,0,43654492
101415,2155,1793,5378,6183,4861,5734,4110,2116,743,7120,3020,2181,1783,19241.06,31278.77,31,68,12,614,5,8,14,48,2,1,68505761
128673,520,425,1664,2107,2412,4268,2285,922,379,4088,1012,481,290,1492.239,9150.928,14,51,36,272,1,5,2,52,1,0,70971252
151326,1433,2059,3470,3060,3699,4073,3526,1921,625,3059,2231,1901,1880,6598.554,23472.23,14,44,4,319,2,5,16,25,6,0,47080460
91993,1963,2354,3740,3524,4540,5069,3988,2282,852,3845,2758,2326,2099,2004.957,19300.69,23,37,2,235,2,2,9,15,3,0,31038094
91468,2112,2435,4317,4610,4930,5815,4950,2789,935,4949,3454,2591,2147,3449.508,27035.03,22,49,6,318,6,6,9,26,3,1,33739626
118448,2430,2426,3917,4945,4981,5060,4993,2815,864,3251,3303,2893,2385,1378.294,26516.3,12,28,4,191,0,4,4,16,4,0,30960256
93711,1385,1552,2727,3155,3403,3686,3466,1785,652,2687,2402,1906,1496,4790.018,16238.19,9,26,0,200,3,3,5,8,1,0,1.04E+08
149505,1344,1292,4070,4562,3336,3280,2981,1804,660,5892,2472,1644,1219,2450.511,16486.56,24,35,23,197,8,8,9,16,4,0,90794113
107969,6312,5023,6480,9306,9427,7569,6400,3781,1342,5875,5257,4522,4269,4838.074,50920.77,34,35,0,242,2,6,3,9,3,2,26103492
95966,1565,2075,3174,3459,3946,4045,3532,1971,604,2956,2623,2088,1653,4157.971,22442.4,22,34,0,166,7,7,12,8,3,1,37425132
166558,884,772,5913,5588,3292,4177,2601,1177,368,10527,1936,1080,702,151824.3,58210.64,124,110,45,1231,2,8,32,42,2,1,74326888
109787,3460,2422,7755,9104,6645,6912,4934,2550,915,10498,4124,3053,2592,18419.19,34555.29,45,73,11,531,5,8,16,31,1,1,57848167
94324,1129,1327,2905,2875,3031,4552,3144,1515,473,4142,2261,1510,1074,1668.058,14253.6,15,32,3,191,3,7,5,15,0,0,24431952
93418,1404,1539,4123,4192,4290,6685,4298,1999,696,5978,2866,1839,1380,4518.127,21606.36,23,62,8,368,5,12,12,30,4,0,51927398
107298,877,1090,2471,2384,2693,4091,2617,1311,399,3471,1814,1204,872,1734.809,13422.76,15,29,10,224,1,4,9,28,0,0,52217085
136440,2201,2425,5100,5266,5564,6790,4996,2801,960,6899,3689,2652,2103,11790.19,30163.49,42,56,22,629,5,11,19,47,5,1,42101264
